Recipe_ID,Dish Name,Original Ingredient,Category,Quantity,Unit (Original),Standardised Ingredient,Unit (Standardised)
105,Paneer bhurji,"0.50 tsp ( 2g), Turmeric Powder",Spices (Powder),0.5,tsp ( g),Turmeric Powder,tsp ( g)
107,Corn tortilla,"2 tbsp(s), 100% Rapeseed Oil",Oils/Fats,2,tbsp,Rapeseed Oil,tbsp
107,Corn tortilla,"60 gram, organic corn flour",Grains/Flour,60,gram,Organic Corn Flour,g
107,Corn tortilla,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
107,Corn tortilla,"140 gram, soft wheat flour",Grains/Flour,140,gram,Soft Wheat Flour,g
108,Cocktail: Bacardi Special,"1.50 oz, Bacardi Rum",Alcohol/Cocktail,44.36, oz,White Rum,ml
108,Cocktail: Bacardi Special,"7.50 ml, Creme De Cassis",Alcohol/Cocktail,7.5,ml,Creme De Cassis,ml
108,Cocktail: Bacardi Special,"0.80 oz, Gin",Alcohol/Cocktail,23.66, oz,Gin,ml
108,Cocktail: Bacardi Special,"0.50 tsp, Honey",Salt/Seasonings,0.5,tsp,Honey,tsp
108,Cocktail: Bacardi Special,"15 ml(s), Lime Juice",Citrus/Acid,15,ml,Lime Juice,ml
108,Cocktail: Bacardi Special,"8 oz., Water",Liquids,236.56,oz,Water,ml
109,Dosa Batter,"118 grams, Lentils Yellow - Urad Dal (Split, Husk Less, Washed, Uncooked)",Legumes/Dals,118,grams,"Lentils Yellow - Urad Dal (Split, Husk Less, Washed, Uncooked)",g
109,Dosa Batter,"236 gram, Idli Rice",Grains/Flour,236,gram,Idli Rice,g
109,Dosa Batter,"5 g, fenugreek seeds",Spices (Whole/Seeds),5,g,Fenugreek Seeds,g
109,Dosa Batter,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
110,Cocktail: Irish julep,"50 ml, Pure Apple Juice (200ml Carton)",Citrus/Acid,50,ml,Pure Apple Juice (200Ml Carton),ml
110,Cocktail: Irish julep,"0.40 oz, Honey Syrup",Salt/Seasonings,11.83, oz,Honey Syrup,ml
110,Cocktail: Irish julep,"1.18 oz, Irish Whiskey",Alcohol/Cocktail,34.89, oz,Irish Whiskey,ml
110,Cocktail: Irish julep,"5 leaves, Mint Leaves",Fresh Aromatics,5,leaves,Mint Leaves,leaves
110,Cocktail: Irish julep,"15 ml(s), Lime Juice",Citrus/Acid,15,ml,Lime Juice,ml
111,Boulevardier,"50.10 ml, Bourbon",Alcohol/Cocktail,50.1,ml,Bourbon,ml
111,Boulevardier,"1.76 oz, Rosso (Sweet Vermouth)",Alcohol/Cocktail,52.04, oz,Sweet Vermouth,ml
111,Boulevardier,"0.25 tsp, orange bitters",Alcohol/Cocktail,0.25,tsp,Orange Bitters,tsp
111,Boulevardier,"1.76 oz, Campari",Alcohol/Cocktail,52.04, oz,Campari,ml
113,Cocktail: Boulevardier,"1.76 oz, Rosso (Sweet Vermouth)",Alcohol/Cocktail,52.04, oz,Sweet Vermouth,ml
113,Cocktail: Boulevardier,"1.76 oz, Campari",Alcohol/Cocktail,52.04, oz,Campari,ml
113,Cocktail: Boulevardier,"1.76 oz., Bourbon",Alcohol/Cocktail,52.04, oz,Bourbon,ml
113,Cocktail: Boulevardier,"0.25 tbsp, Orange peel, raw",Citrus/Acid,0.25,tbsp,Orange Peel,tbsp
114,Cauliflower Fry,"1 inch thumbsized, Ginger - 1 Inch",Fresh Aromatics,1,inch thumbsized,Fresh Ginger,inch thumbsized
114,Cauliflower Fry,"0.50 tsp, Cumin",Spices (Powder),0.5,tsp,Cumin,tsp
114,Cauliflower Fry,"0.50 kg, Cauliflower",Vegetables,0.5,kg,Cauliflower,kg
114,Cauliflower Fry,"10 g, Finger Chillies",Vegetables,10,g,Finger Chillies,g
114,Cauliflower Fry,"0.17 g, Coriander Cumin Powder",Spices (Powder),0.17,g,Coriander Cumin Powder,g
114,Cauliflower Fry,"0.25 tsp(s), Garam Masala",Spices (Powder),0.25,tsp,Garam Masala,tsp
114,Cauliflower Fry,"3 cup(s), Water",Liquids,3,cup,Water,cup
114,Cauliflower Fry,"0.25 tsp, ground, Black pepper",Spices (Powder),0.25,tsp,"Ground, Black Pepper",tsp
114,Cauliflower Fry,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
114,Cauliflower Fry,"9 g, Curry Leaves Green",Fresh Aromatics,9,g,Curry Leaves Green,g
114,Cauliflower Fry,"100 grams, Onion",Vegetables,100,grams,Onion,g
114,Cauliflower Fry,"0.25 tsp(s), Spices, turmeric, ground",Spices (Powder),0.25,tsp,Ground Turmeric,tsp
114,Cauliflower Fry,"0.25 cup, Coriander (cilantro) leaves, raw",Fresh Aromatics,0.25,cup,Coriander (Cilantro) Leaves,cup
114,Cauliflower Fry,"164 g, White Potato",Vegetables,164,g,White Potato,g
114,Cauliflower Fry,"3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
114,Cauliflower Fry,"0.25 tsp, Spices, chili powder",Spices (Powder),0.25,tsp,Chili Powder,tsp
114,Cauliflower Fry,"0.25 Teaspoon, Fennel Seeds",Spices (Whole/Seeds),0.25,Teaspoon,Fennel Seeds,tsp
114,Cauliflower Fry,"1 medium, Tomatoes",Vegetables,1,medium,Tomatoes,medium
114,Cauliflower Fry,"13.70 g, ktc",Other,13.7,g,Ktc,g
115,Popcorn,"0.12 tsp, Salt",Salt/Seasonings,0.12,tsp,Salt,tsp
115,Popcorn,"3.28 g, ktc",Other,3.28,g,Ktc,g
115,Popcorn,"0.12 tsp(s), Black pepper",Vegetables,0.12,tsp,Black Pepper,tsp
115,Popcorn,"70 gms, Popping Corn",Vegetables,70,gms,Popping Corn,g
116,Cocktail: Dark & Stormy,"150 ml, Ginger Beer (2018)",Fresh Aromatics,150,ml,Ginger Beer (2018),ml
116,Cocktail: Dark & Stormy,"1.76 oz, Rum",Alcohol/Cocktail,52.04, oz,Dark Rum,ml
116,Cocktail: Dark & Stormy,"0.50 medium lime, 1 Whole Lime",Spices (Whole/Seeds),0.5,medium lime,1 Whole Lime,medium lime
117,Chickpea Aubergine Coconut Curry,"2 tsp, Ginger root - Raw",Fresh Aromatics,2,tsp,Fresh Ginger,tsp
117,Chickpea Aubergine Coconut Curry,"300 g, Aubergine - Eggplant",Vegetables,300,g,Aubergine - Eggplant,g
117,Chickpea Aubergine Coconut Curry,"1 table spoon, Oil",Oils/Fats,1,table spoon,Oil,tbsp
117,Chickpea Aubergine Coconut Curry,"2 tsp, Coriander, Ground",Spices (Powder),2,tsp,"Coriander, Ground",tsp
117,Chickpea Aubergine Coconut Curry,"3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
117,Chickpea Aubergine Coconut Curry,"480 gram, Chick Peas In Water",Liquids,480,gram,Chick Peas In Water,g
117,Chickpea Aubergine Coconut Curry,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
117,Chickpea Aubergine Coconut Curry,"200 grams, Onion",Vegetables,200,grams,Onion,g
117,Chickpea Aubergine Coconut Curry,"300 g, Waitrose Organic",Other,300,g,Waitrose Organic,g
117,Chickpea Aubergine Coconut Curry,"600 ml, Coconut unsweetened",Nuts/Coconut,600,ml,Coconut Unsweetened,ml
118,Cocktail: Kir Royale,"150 ml, Prosecco",Alcohol/Cocktail,150,ml,Prosecco,ml
118,Cocktail: Kir Royale,"1 tbsp(s), Creme De Cassis",Alcohol/Cocktail,1,tbsp,Creme De Cassis,tbsp
120,Cabbage Poriyal,"0.10 kg(s), Red onion",Vegetables,0.1,kg,Red Onion,kg
120,Cabbage Poriyal,"0.25 cup (8 fl oz), Water",Liquids,0.25,cup ( fl oz),Water,cup
120,Cabbage Poriyal,"0.50 tsp, Black Mustard Seeds",Spices (Whole/Seeds),0.5,tsp,Black Mustard Seeds,tsp
120,Cabbage Poriyal,"0.75 tsp(s), Spices, turmeric, ground",Spices (Powder),0.75,tsp,Ground Turmeric,tsp
120,Cabbage Poriyal,"0.12 cup, Coriander Fresh",Spices (Powder),0.12,cup,Coriander Fresh,cup
120,Cabbage Poriyal,"10 ml, blue dragon seasame oil",Oils/Fats,10,ml,Blue Dragon Seasame Oil,ml
120,Cabbage Poriyal,"4 g, Curry Leaves Green",Fresh Aromatics,4,g,Curry Leaves Green,g
120,Cabbage Poriyal,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
120,Cabbage Poriyal,"0.42 kg(s), Cabbage",Vegetables,0.42,kg,Cabbage,kg
120,Cabbage Poriyal,"45 gram, Shredded&nbsp;Coconut",Nuts/Coconut,45,gram,Shredded Coconut,g
120,Cabbage Poriyal,"5 gm, Urad dal",Legumes/Dals,5,gm,Urad Dal,g
120,Cabbage Poriyal,"7 g, Finger Chillies",Vegetables,7,g,Finger Chillies,g
120,Cabbage Poriyal,"2 gram, Asafoetida, compounded",Spices (Powder),2,gram,"Asafoetida, Compounded",g
121,Bathtub gin And Tonic,"109.99 ml, Soda Water",Liquids,109.99,ml,Soda Water,ml
121,Bathtub gin And Tonic,"100.00 ml, Tonic Water Small Bottle",Liquids,100, ml,Tonic Water Small Bottle,ml
121,Bathtub gin And Tonic,"1.76 oz, Gin",Alcohol/Cocktail,52.04, oz,Gin,ml
121,Bathtub gin And Tonic,"0.50 tsp (2.5 ml), Aromatic Bitters",Alcohol/Cocktail,0.5,tsp ( ml),Aromatic Bitters,tsp ( ml)
122,Baby Aubergine and Potatoes,"230.00 g, Tomatoes",Vegetables,230, g,Tomatoes,g
122,Baby Aubergine and Potatoes,"200 grams, Onion",Vegetables,200,grams,Onion,g
122,Baby Aubergine and Potatoes,"0.50 tsp(s), Spices, turmeric, ground",Spices (Powder),0.5,tsp,Ground Turmeric,tsp
122,Baby Aubergine and Potatoes,"3 clove, Garlic",Fresh Aromatics,3,clove,Garlic,clove
122,Baby Aubergine and Potatoes,"10 g, Ginger",Fresh Aromatics,10,g,Fresh Ginger,g
122,Baby Aubergine and Potatoes,"0.50 tsp, whole, Spices, cumin seed",Spices (Whole/Seeds),0.5,tsp,Cumin Seed,tsp
122,Baby Aubergine and Potatoes,"1 tsp, Salt",Salt/Seasonings,1,tsp,Salt,tsp
122,Baby Aubergine and Potatoes,"1 tsp., Coriander, Ground",Spices (Powder),1,tsp,"Coriander, Ground",tsp
122,Baby Aubergine and Potatoes,"3 g, Finger Chillies",Vegetables,3,g,Finger Chillies,g
122,Baby Aubergine and Potatoes,"1.50 tsp, Oil, mustard",Oils/Fats,1.5,tsp,"Oil, Mustard",tsp
122,Baby Aubergine and Potatoes,"400 g, Baby Aubergines",Vegetables,400,g,Baby Aubergines,g
122,Baby Aubergine and Potatoes,"2 tbsp, Cilantro",Fresh Aromatics,2,tbsp,Cilantro,tbsp
122,Baby Aubergine and Potatoes,"0.38 kg, Potato",Vegetables,0.38,kg,Potato,kg
125,Tomato Onion Chutney,"50 g, Onion",Vegetables,50,g,Onion,g
125,Tomato Onion Chutney,"4 g, Curry Leaves Green",Fresh Aromatics,4,g,Curry Leaves Green,g
125,Tomato Onion Chutney,"100 g, Tomatoes",Vegetables,100,g,Tomatoes,g
125,Tomato Onion Chutney,"0.12 tsp, Salt",Salt/Seasonings,0.12,tsp,Salt,tsp
125,Tomato Onion Chutney,"0.50 tsp(s), Sesame Oil",Oils/Fats,0.5,tsp,Sesame Oil,tsp
125,Tomato Onion Chutney,"4.95 ml, Balsamic Vinegar of Modena",Citrus/Acid,4.95,ml,Balsamic Vinegar Of Modena,ml
125,Tomato Onion Chutney,"0.50 tsp, Black Mustard Seeds",Spices (Whole/Seeds),0.5,tsp,Black Mustard Seeds,tsp
126,Cocktail: Sholay,"2 g, Finger Chillies",Vegetables,2,g,Finger Chillies,g
126,Cocktail: Sholay,"100 ml, Ginger Beer (2018)",Fresh Aromatics,100,ml,Ginger Beer (2018),ml
126,Cocktail: Sholay,"1 tsp, Honey",Salt/Seasonings,1,tsp,Honey,tsp
126,Cocktail: Sholay,"1 tbsp(s), Blueberries",Other,1,tbsp,Blueberries,tbsp
126,Cocktail: Sholay,"3.52 oz., Bourbon",Alcohol/Cocktail,104.09, oz,Bourbon,ml
127,Cocktail: Rosemary Mezcal Negroni,"1.25 oz, Mezcal",Other,36.96, oz,Mezcal,ml
127,Cocktail: Rosemary Mezcal Negroni,"1 oz, Rosso (Sweet Vermouth)",Alcohol/Cocktail,29.57,oz,Sweet Vermouth,ml
127,Cocktail: Rosemary Mezcal Negroni,"1 oz, Campari",Alcohol/Cocktail,29.57,oz,Campari,ml
128,Cocktail: Classic Negroni,"0.88 fluid ounce, Martini Rosso",Alcohol/Cocktail,26.02, fluid ounce,Sweet Vermouth,ml
128,Cocktail: Classic Negroni,"0.88 oz, Campari",Alcohol/Cocktail,26.02, oz,Campari,ml
128,Cocktail: Classic Negroni,"0.88 oz, Gin",Alcohol/Cocktail,26.02, oz,Gin,ml
129,Cocktail: Mezcal Negroni,"0.88 fluid ounce, Martini Rosso",Alcohol/Cocktail,26.02, fluid ounce,Sweet Vermouth,ml
129,Cocktail: Mezcal Negroni,"0.88 oz, Campari",Alcohol/Cocktail,26.02, oz,Campari,ml
129,Cocktail: Mezcal Negroni,"0.88 fluid ounce, Mezcal Anejo",Other,26.02, fluid ounce,Mezcal Anejo,ml
130,Cocktail: Gin Old Fashioned,"0.05 oz, Bitters",Alcohol/Cocktail,1.48, oz,Bitters,ml
130,Cocktail: Gin Old Fashioned,"2 oz, Gin",Alcohol/Cocktail,59.14,oz,Gin,ml
130,Cocktail: Gin Old Fashioned,"0.50 tsp, Sugar",Salt/Seasonings,0.5,tsp,Sugar,tsp
130,Cocktail: Gin Old Fashioned,"0.50 tsp, orange bitters",Alcohol/Cocktail,0.5,tsp,Orange Bitters,tsp
130,Cocktail: Gin Old Fashioned,"7 ml, Water",Liquids,7,ml,Water,ml
132,Maharashtrain style Sabudana Khichdi,"75 g, Potato",Vegetables,75,g,Potato,g
132,Maharashtrain style Sabudana Khichdi,"0.50 tsp(s), 100% Rapeseed Oil",Oils/Fats,0.5,tsp,Rapeseed Oil,tsp
132,Maharashtrain style Sabudana Khichdi,"0.50 tsp, whole, Spices, cumin seed",Spices (Whole/Seeds),0.5,tsp,Cumin Seed,tsp
132,Maharashtrain style Sabudana Khichdi,"5 g, Finger Chillies",Vegetables,5,g,Finger Chillies,g
132,Maharashtrain style Sabudana Khichdi,"40 g, blanched peanuts",Nuts/Coconut,40,g,Blanched Peanuts,g
132,Maharashtrain style Sabudana Khichdi,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
132,Maharashtrain style Sabudana Khichdi,"80 g, Sago Seeds Medium",Spices (Whole/Seeds),80,g,Sago Seeds Medium,g
134,Brown Rice Pulao,"0.25 tsp(s), Spices, chili powder",Spices (Powder),0.25,tsp,Chili Powder,tsp
134,Brown Rice Pulao,"15 g, Broad Beans",Vegetables,15,g,Broad Beans,g
134,Brown Rice Pulao,"148 g, Tomatoes",Vegetables,148,g,Tomatoes,g
134,Brown Rice Pulao,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
134,Brown Rice Pulao,"130 g dry weight, Brown Rice, So Organic",Grains/Flour,130,g dry weight,"Brown Rice, So Organic",g dry weight
134,Brown Rice Pulao,"1.50 tsp(s), 100% Rapeseed Oil",Oils/Fats,1.5,tsp,Rapeseed Oil,tsp
134,Brown Rice Pulao,"100 grams, Onion",Vegetables,100,grams,Onion,g
134,Brown Rice Pulao,"0.25 tsp(s), Spices, turmeric, ground",Spices (Powder),0.25,tsp,Ground Turmeric,tsp
134,Brown Rice Pulao,"190 g, Potato",Vegetables,190,g,Potato,g
134,Brown Rice Pulao,"0.50 tsp(s), Coriander, Ground",Spices (Powder),0.5,tsp,"Coriander, Ground",tsp
135,Aaloo Parantha,"1 tsp, Ginger root - Raw",Fresh Aromatics,1,tsp,Fresh Ginger,tsp
135,Aaloo Parantha,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
135,Aaloo Parantha,"5 g, Finger Chillies",Vegetables,5,g,Finger Chillies,g
135,Aaloo Parantha,"220.00 g, White Potato",Vegetables,220, g,White Potato,g
135,Aaloo Parantha,"50 grams, Onion",Vegetables,50,grams,Onion,g
135,Aaloo Parantha,"4 tsp(s), Vegetable Oil (100% Rapeseed Oil) With Omega 3",Oils/Fats,4,tsp,Rapeseed Oil,tsp
135,Aaloo Parantha,"132 gms, Chakki atta",Grains/Flour,132,gms,Chakki Atta,g
136,Dal Moong Sabut,"0.50 tsp, Garam Masala",Spices (Powder),0.5,tsp,Garam Masala,tsp
136,Dal Moong Sabut,"20 ml, Creme Fraiche Half Fat",Other,20,ml,Creme Fraiche Half Fat,ml
136,Dal Moong Sabut,"1 tsp., Coriander, Ground",Spices (Powder),1,tsp,"Coriander, Ground",tsp
136,Dal Moong Sabut,"165 gram, Tomato",Vegetables,165,gram,Tomato,g
136,Dal Moong Sabut,"10 g, Green Chillies",Vegetables,10,g,Green Chillies,g
136,Dal Moong Sabut,"5 grams, Butter",Oils/Fats,5,grams,Butter,g
136,Dal Moong Sabut,"1.25 tsp, Salt",Salt/Seasonings,1.25,tsp,Salt,tsp
136,Dal Moong Sabut,"10 g, Ginger",Fresh Aromatics,10,g,Fresh Ginger,g
136,Dal Moong Sabut,"225 gm, Moong Raw",Legumes/Dals,225,gm,Moong,g
136,Dal Moong Sabut,"4 clove, Garlic",Fresh Aromatics,4,clove,Garlic,clove
136,Dal Moong Sabut,"0.50 tsp (9g), turmeric",Spices (Powder),0.5,tsp (g),Turmeric,tsp (g)
139,Punjabi Tinda,"2 gram, Coriander Powder",Spices (Powder),2,gram,Coriander Powder,g
139,Punjabi Tinda,"0.50 tsp(s), Spices, turmeric, ground",Spices (Powder),0.5,tsp,Ground Turmeric,tsp
139,Punjabi Tinda,"2 tsp(s), 100% Rapeseed Oil",Oils/Fats,2,tsp,Rapeseed Oil,tsp
139,Punjabi Tinda,"0.35 kg, Tomatoes",Vegetables,0.35,kg,Tomatoes,kg
139,Punjabi Tinda,"2 gram, Garam Masala",Spices (Powder),2,gram,Garam Masala,g
139,Punjabi Tinda,"0.50 tsp, whole, Spices, cumin seed",Spices (Whole/Seeds),0.5,tsp,Cumin Seed,tsp
139,Punjabi Tinda,"0.50 tsp, Spices, chili powder",Spices (Powder),0.5,tsp,Chili Powder,tsp
139,Punjabi Tinda,"0.75 tsp, Salt",Salt/Seasonings,0.75,tsp,Salt,tsp
139,Punjabi Tinda,"2 tbsp, Cilantro",Fresh Aromatics,2,tbsp,Cilantro,tbsp
139,Punjabi Tinda,"200 grams, Onion",Vegetables,200,grams,Onion,g
139,Punjabi Tinda,"1000 gms, Tinda (Raw)",Other,1000,gms,Tinda (),g
141,Sabzi - Patta Gobhi,"0.17 g, Coriander Cumin Powder",Spices (Powder),0.17,g,Coriander Cumin Powder,g
141,Sabzi - Patta Gobhi,"2 tsp(s), Vegetable Oil (100% Rapeseed Oil) With Omega 3",Oils/Fats,2,tsp,Rapeseed Oil,tsp
141,Sabzi - Patta Gobhi,"15 g, Ginger root - Raw",Fresh Aromatics,15,g,Fresh Ginger,g
141,Sabzi - Patta Gobhi,"600 g, Cabbage, raw",Vegetables,600,g,Cabbage,g
141,Sabzi - Patta Gobhi,"50 gram, Raw Garden Peas",Vegetables,50,gram,Garden Peas,g
141,Sabzi - Patta Gobhi,"41.60 g (3.6oz), Frozen Shredded Coconut",Nuts/Coconut,41.6,g (oz),Frozen Shredded Coconut,g (oz)
141,Sabzi - Patta Gobhi,"0.50 tsp(s), Red Chilli Powder",Spices (Powder),0.5,tsp,Red Chilli Powder,tsp
141,Sabzi - Patta Gobhi,"0.50 tsp(s), Garam Masala",Spices (Powder),0.5,tsp,Garam Masala,tsp
141,Sabzi - Patta Gobhi,"0.50 tsp(s), Spices, turmeric, ground",Spices (Powder),0.5,tsp,Ground Turmeric,tsp
141,Sabzi - Patta Gobhi,"130 grams, Onion",Vegetables,130,grams,Onion,g
141,Sabzi - Patta Gobhi,"1.50 tsp, Salt",Salt/Seasonings,1.5,tsp,Salt,tsp
141,Sabzi - Patta Gobhi,"265 g, Potato",Vegetables,265,g,Potato,g
144,No Bake Chocolate Coconut Oatmeal Cookies,"0.25 cup, Cocoa Puffs",Other,0.25,cup,Cocoa Puffs,cup
144,No Bake Chocolate Coconut Oatmeal Cookies,"0.25 cup(s), Coconut",Nuts/Coconut,0.25,cup,Coconut,cup
144,No Bake Chocolate Coconut Oatmeal Cookies,"1.50 cup, Oats",Grains/Flour,1.5,cup,Oats,cup
144,No Bake Chocolate Coconut Oatmeal Cookies,"0.25 Cup (240ML), Almond Milk - Original",Dairy,0.25,Cup (ML),Almond Milk - Original,cup (ml)
144,No Bake Chocolate Coconut Oatmeal Cookies,"0.25 cup(s), Natural Peanut Butter",Nuts/Coconut,0.25,cup,Natural Peanut Butter,cup
144,No Bake Chocolate Coconut Oatmeal Cookies,"0.25 cup(s), Coconut",Nuts/Coconut,0.25,cup,Coconut,cup
144,No Bake Chocolate Coconut Oatmeal Cookies,"0.12 cup(s), Agave",Other,0.12,cup,Agave,cup
145,Roasted Cauliflower Red Pesto Past,"230.00 grams, Cauliflower - Raw",Vegetables,230, grams,Cauliflower,g
145,Roasted Cauliflower Red Pesto Past,"30 g, Almonds",Nuts/Coconut,30,g,Almonds,g
145,Roasted Cauliflower Red Pesto Past,"200 gram, Rigatoni Pasta",Grains/Flour,200,gram,Rigatoni Pasta,g
145,Roasted Cauliflower Red Pesto Past,"95 g, Pesto (Red)",Vegetables,95,g,Pesto (Red),g
145,Roasted Cauliflower Red Pesto Past,"1 tsp, Oil - Olive",Oils/Fats,1,tsp,Oil - Olive,tsp
145,Roasted Cauliflower Red Pesto Past,"80 g, Greek Feta Cheese",Dairy,80,g,Greek Feta Cheese,g
147,Papaya and spinach smoothie,"50 grams, Baby Spinach",Vegetables,50,grams,Baby Spinach,g
147,Papaya and spinach smoothie,"1 medium, Med Banana",Fruits,1,medium,Med Banana,medium
147,Papaya and spinach smoothie,"125.50 ml, Oat Milk",Dairy,125.5,ml,Oat Milk,ml
147,Papaya and spinach smoothie,"300 grams, Fresh Papaya",Other,300,grams,Fresh Papaya,g
150,Puy Lentil Galettes Recipe,"1 tbsp, Salt and Pepper",Salt/Seasonings,1,tbsp,Salt And Pepper,tbsp
150,Puy Lentil Galettes Recipe,"5 tbsp, Olive Oil",Oils/Fats,5,tbsp,Olive Oil,tbsp
150,Puy Lentil Galettes Recipe,"2 clove, Garlic",Fresh Aromatics,2,clove,Garlic,clove
150,Puy Lentil Galettes Recipe,"2 tsp., Bay Leaves",Vegetables,2,tsp,Bay Leaves,tsp
150,Puy Lentil Galettes Recipe,"2 Cup, Baby Spinach Leaves",Vegetables,2,Cup,Baby Spinach Leaves,cup
150,Puy Lentil Galettes Recipe,"3 tbsp, Cilantro",Fresh Aromatics,3,tbsp,Cilantro,tbsp
150,Puy Lentil Galettes Recipe,"2 tsp(s), Coriander Seeds",Spices (Whole/Seeds),2,tsp,Coriander Seeds,tsp
150,Puy Lentil Galettes Recipe,"1 cup, Puy Lentils",Legumes/Dals,1,cup,Puy Lentils,cup
150,Puy Lentil Galettes Recipe,"1.25 cup, Source Greek Yogurt",Dairy,1.25,cup,Source Greek Yogurt,cup
150,Puy Lentil Galettes Recipe,"1 grams, Onion",Vegetables,1,grams,Onion,g
150,Puy Lentil Galettes Recipe,"2 lemon, Juice of 1 Lemon",Citrus/Acid,2,lemon,Juice Of 1 Lemon,lemon
153,SDS Shahi Paneer,"300 g, Tomatoes (on the Vine)",Vegetables,300,g,Tomatoes (On The Vine),g
153,SDS Shahi Paneer,"450 gram, Paneer",Dairy,450,gram,Paneer,g
153,SDS Shahi Paneer,"40 gram, SDS",Other,40,gram,Sds,g
153,SDS Shahi Paneer,"50 ml, Lighter Creme Fraiche",Other,50,ml,Lighter Creme Fraiche,ml
153,SDS Shahi Paneer,"2 tsp(s), 100% Rapeseed Oil",Oils/Fats,2,tsp,Rapeseed Oil,tsp
153,SDS Shahi Paneer,"220.00 grams, Onion",Vegetables,220, grams,Onion,g
155,Skinny Eggplant Parmesan,"20 g, Walnuts",Nuts/Coconut,20,g,Walnuts,g
155,Skinny Eggplant Parmesan,"3 tsp, Olive Oil",Oils/Fats,3,tsp,Olive Oil,tsp
155,Skinny Eggplant Parmesan,"540 g, Eggplant - Aubergine",Vegetables,540,g,Aubergine,g
155,Skinny Eggplant Parmesan,"1 tsp (1.8 g), Spices, oregano, dried",Other,1,tsp ( g),"Oregano, Dried",tsp ( g)
155,Skinny Eggplant Parmesan,"0.06 tsp(s), Black pepper",Vegetables,0.06,tsp,Black Pepper,tsp
155,Skinny Eggplant Parmesan,"224 g, Fresh Egg Tagliatelle",Other,224,g,Fresh Egg Tagliatelle,g
155,Skinny Eggplant Parmesan,"24 g, Parmesan cheese",Dairy,24,g,Parmesan Cheese,g
155,Skinny Eggplant Parmesan,"2 tbsp(s), Canned",Other,2,tbsp,Canned,tbsp
155,Skinny Eggplant Parmesan,"0.25 tsp, Salt",Salt/Seasonings,0.25,tsp,Salt,tsp
155,Skinny Eggplant Parmesan,"20 g, dehydrated sun dried tomatoes",Vegetables,20,g,Dehydrated Sun Dried Tomatoes,g
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"2 clove, Garlic",Fresh Aromatics,2,clove,Garlic,clove
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"50 gram, walnuts unsalted",Nuts/Coconut,50,gram,Walnuts Unsalted,g
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"30 ml, Lighter Creme Fraiche",Other,30,ml,Lighter Creme Fraiche,ml
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"370 g, Courgettes",Other,370,g,Courgettes,g
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"40 gram, parmigiano",Other,40,gram,Parmigiano,g
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"3 g, Sundried Tomato Strips Tbspn Heaped",Vegetables,3,g,Sundried Tomato Strips Tbspn Heaped,g
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"0.12 tsp, Salt",Salt/Seasonings,0.12,tsp,Salt,tsp
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"100 g, Large Leaf Young Spinach",Vegetables,100,g,Large Leaf Young Spinach,g
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"20 g (2oz), Basil Leaves",Fresh Aromatics,20,g (oz),Basil Leaves,g (oz)
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"18 ml, Italian extra virgin olive oil",Oils/Fats,18,ml,Italian Extra Virgin Olive Oil,ml
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"2 tbsp(s), Juice of Half A Lemon and Half A Lime In Hot Water",Citrus/Acid,2,tbsp,Juice Of Half A Lemon And Half A Lime In Hot Water,tbsp
156,Roasted Courgette Pesto Pasta  - Cupful of Kale,"400 gram, Chickpea Casarecce Pasta",Legumes/Dals,400,gram,Chickpea Casarecce Pasta,g
159,Moong Dal Paranthas,"0.50 tsp, Salt",Salt/Seasonings,0.5,tsp,Salt,tsp
159,Moong Dal Paranthas,"0.50 serving(s), Dal&nbsp;Moong&nbsp;Sabut",Legumes/Dals,0.5,serving,Dal Moong Sabut,serving
159,Moong Dal Paranthas,"5 tsp(s), 100% Rapeseed Oil",Oils/Fats,5,tsp,Rapeseed Oil,tsp
159,Moong Dal Paranthas,"56 g, Onion",Vegetables,56,g,Onion,g
159,Moong Dal Paranthas,"240 gram, Atta",Grains/Flour,240,gram,Atta,g
163,Frozen Berry And Avocado Smoothie,"32 gram, Fruitfarm",Fruits,32,gram,Fruitfarm,g
